#proteinID	FLT_vs_GC
Q9SEU7	-0.150000
Q9SEU8	0.500000
Q9SF16	0.290000
Q9SF20	1.990000
Q9SF29	0.300000
Q9SF35	0.510000
Q9SF36	-0.140000
Q9SF40	0.190000
Q9SF45	-0.540000
Q9SF47	-0.140000
Q9SF53	0.570000
Q9SF85	0.420000
Q9SF91	0.570000
Q9SFB1	0.170000
Q9SFB3	-0.500000
Q9SFF6	-0.050000
Q9SFH9	0.170000
Q9SFT9	0.550000
Q9SFU0	-0.450000
Q9SFU1	-0.320000
Q9SFU6	-0.700000
Q9SFU7	0.090000
Q9SFV3	0.250000
Q9SFX2	-0.200000
Q9SFX3	-0.330000
Q9SG80	1.340000
Q9SGC1	-0.520000
Q9SGD6	-1.160000
Q9SGE0	-0.110000
Q9SGE9	-0.410000
Q9SGG3	-0.170000
Q9SGH4	-1.250000
Q9SGH6	1.070000
Q9SGI3	-0.340000
Q9SGP2	0.770000
Q9SGR6	0.940000
Q9SGS4	0.040000
Q9SGT7	-0.100000
Q9SGW3	1.180000
Q9SGW5	0.710000
Q9SGY2	0.240000
Q9SGZ5	0.360000
Q9SH69	0.270000
Q9SHA0	2.030000
Q9SHC8	0.320000
Q9SHE8	-1.250000
Q9SHF3	0.080000
Q9SHG8	0.310000
Q9SHH6	0.810000
Q9SHH7	0.230000
Q9SHH8	1.160000
Q9SHI1	0.940000
Q9SHJ6	-0.490000
Q9SHJ8	-0.380000
Q9SHP0	0.120000
Q9SHS8	-0.450000
Q9SHU7	-0.190000
Q9SI16	0.430000
Q9SI20	0.970000
Q9SI37	-0.340000
Q9SI58	-0.340000
Q9SI61	0.500000
Q9SI75	-0.240000
Q9SI85	-1.240000
Q9SI96	-0.680000
Q9SIB9	0.480000
Q9SID0	0.320000
Q9SIE1	-0.310000
Q9SIE3	0.290000
Q9SIE7	0.460000
Q9SIF2	-0.080000
Q9SIH0	0.290000
Q9SIH1	0.250000
Q9SII8	0.380000
Q9SII9	-0.210000
Q9SIL6	-0.450000
Q9SIM4	0.350000
Q9SIN3	2.660000
Q9SIN5	-0.440000
Q9SIP0	0.770000
Q9SIP1	-0.310000
Q9SIP7	-0.020000
Q9SIR5	0.090000
Q9SIT1	0.480000
Q9SIU0	-0.730000
Q9SIU2	-0.180000
Q9SIU8	0.670000
Q9SIV0	-0.580000
Q9SIV2	0.180000
Q9SIV9	0.570000
Q9SIX1	-0.930000
Q9SIY3	0.400000
Q9SIZ2	0.150000
Q9SJ03	-0.260000
Q9SJ12	0.900000
Q9SJ13	-0.650000
Q9SJ20	-0.620000
Q9SJ31	-1.290000
Q9SJ40	-0.250000
Q9SJ44	0.060000
Q9SJ62	1.080000
Q9SJ66	-0.300000
Q9SJ67	-0.450000
Q9SJ81	1.430000
Q9SJ89	0.230000
Q9SJA6	-0.130000
Q9SJA7	-0.200000
Q9SJB9	-0.210000
Q9SJD4	-0.410000
Q9SJE1	-0.410000
Q9SJH7	0.200000
Q9SJI7	-0.180000
Q9SJI8	0.350000
Q9SJJ5	0.500000
Q9SJL8	0.370000
Q9SJM0	-0.660000
Q9SJM7	-0.220000
Q9SJQ0	0.410000
Q9SJQ5	0.330000
Q9SJQ9	0.250000
Q9SJR2	-0.780000
Q9SJT1	-0.610000
Q9SJT7	-0.520000
Q9SJT9	-0.680000
Q9SJU0	-0.510000
Q9SJU4	-0.420000
Q9SJU9	-0.440000
Q9SJV2	0.130000
Q9SJW3	0.810000
Q9SJX7	-0.650000
Q9SJZ2	0.480000
Q9SJZ7	-0.260000
Q9SK09	2.690000
Q9SK27	0.080000
Q9SK39	0.210000
Q9SK50	0.080000
Q9SK66	-0.420000
Q9SK74	-0.090000
Q9SK82	0.400000
Q9SK84	0.000000
Q9SK86	-0.710000
Q9SK87	0.790000
Q9SKA5	0.100000
Q9SKB2	-0.240000
Q9SKC1	-1.210000
Q9SKC5	0.280000
Q9SKC9	0.680000
Q9SKI0	-0.530000
Q9SKI2	-0.080000
Q9SKJ7	-0.920000
Q9SKK4	-0.280000
Q9SKL6	1.360000
Q9SKM7	-0.150000
Q9SKP6	0.200000
Q9SKQ0	0.660000
Q9SKR7	-0.810000
Q9SKT0	-0.180000
Q9SKT4	-0.370000
Q9SKU1	-0.210000
Q9SKU8	0.060000
Q9SKX2	0.870000
Q9SKX4	0.700000
Q9SKZ0	-0.040000
Q9SKZ1	-0.450000
Q9SKZ3	1.060000
Q9SL03	0.050000
Q9SL05	0.650000
Q9SL09	0.710000
Q9SL13	0.200000
Q9SL15	0.620000
Q9SL42	0.190000
Q9SL48	0.390000
Q9SL67	-0.030000
Q9SL80	0.710000
Q9SL96	-0.090000
Q9SLA8	0.380000
Q9SLF3	-0.290000
Q9SLF7	5.120000
Q9SLI4	-0.720000
Q9SLJ2	0.400000
Q9SLK0	-0.230000
Q9SLK2	1.170000
Q9SLL7	0.890000
Q9SLM4	-0.220000
Q9SLM6	0.190000
Q9SLN5	-0.200000
Q9SLV3	0.410000
Q9SMM7	-0.810000
Q9SMM8	-0.380000
Q9SMM9	1.400000
Q9SMN0	0.110000
Q9SMN1	-1.230000
Q9SMQ6	-0.270000
Q9SMR7	0.810000
Q9SMT7	0.750000
Q9SMU7	0.100000
Q9SMU8	0.870000
Q9SMV6	0.110000
Q9SMW7	0.440000
Q9SMX3	0.110000
Q9SMY7	0.190000
Q9SN26	-0.260000
Q9SN35	-0.110000
Q9SN38	2.020000
Q9SN46	-0.510000
Q9SN86	0.270000
Q9SN95	0.160000
Q9SNC6	-0.570000
Q9SNE0	-0.320000
Q9SNY3	0.230000
Q9SP02	0.190000
Q9SPE5	1.510000
Q9SPE6	0.350000
Q9SPK5	0.180000
Q9SPM5	-1.040000
Q9SQI8	0.960000
Q9SQR1	0.500000
Q9SQR2	0.220000
Q9SQR3	-0.360000
Q9SQR4	-0.130000
Q9SQT8	-0.140000
Q9SQZ9	0.160000
Q9SR06	-0.110000
Q9SR09	-0.230000
Q9SR19	0.460000
Q9SR22	0.010000
Q9SR33	0.140000
Q9SR36	0.420000
Q9SR37	0.520000
Q9SR40	0.580000
Q9SR59	-0.300000
Q9SR62	-0.260000
Q9SR67	0.990000
Q9SR70	-0.550000
Q9SR73	0.800000
Q9SRD4	0.140000
Q9SRE0	-0.220000
Q9SRG3	0.400000
Q9SRH5	0.000000
Q9SRH6	1.040000
Q9SRI1	-0.070000
Q9SRL6	-0.920000
Q9SRM5	0.300000
Q9SRQ3	-0.140000
Q9SRQ6	0.130000
Q9SRR8	-0.320000
Q9SRS5	0.360000
Q9SRT4	-0.080000
Q9SRT8	-0.180000
Q9SRT9	0.790000
Q9SRV5	-0.800000
Q9SRX2	-0.350000
Q9SRX5	0.540000
Q9SRY4	-0.970000
Q9SRY5	0.800000
Q9SRZ6	0.570000
Q9SS48	-0.430000
Q9SS82	-0.800000
Q9SS89	-0.550000
Q9SS96	0.210000
Q9SSA4	-0.430000
Q9SSA5	-0.510000
Q9SSB5	-0.140000
Q9SSB7	1.050000
Q9SSB8	-0.500000
Q9SSD2	-0.720000
Q9SSE7	-0.160000
Q9SSF8	0.140000
Q9SSG3	1.200000
Q9SSK1	-0.030000
Q9SSK5	-0.220000
Q9SSK7	0.190000
Q9SSK9	0.850000
Q9SSL0	-0.590000
Q9SSL1	-0.220000
Q9SSL9	0.020000
Q9SSN3	-1.850000
Q9SSP5	-0.370000
Q9SSP6	-0.660000
Q9SSQ9	-0.280000
Q9SSS7	0.280000
Q9SSS9	-0.500000
Q9ST43	0.000000
Q9STE8	-0.390000
Q9STF2	0.370000
Q9STG6	0.250000
Q9STG9	0.340000
Q9STH7	-0.800000
Q9STI0	-0.100000
Q9STI1	-0.390000
Q9STL1	-0.700000
Q9STL2	-0.680000
Q9STL5	0.280000
Q9STP8	-0.370000
Q9STS1	-0.350000
Q9STS7	0.220000
Q9STT2	-0.160000
Q9STT3	-0.630000
Q9STU3	-0.820000
Q9STV4	-0.100000
Q9STW1	-0.320000
Q9STW5	-0.170000
Q9STW6	-0.020000
Q9STX2	0.780000
Q9STX5	-0.430000
Q9STY0	-0.720000
Q9STY4	-0.260000
Q9STY6	0.880000
Q9STZ8	0.160000
Q9SU13	1.990000
Q9SU26	1.910000
Q9SU40	0.280000
Q9SU63	0.490000
Q9SU72	-0.260000
Q9SU79	0.020000
Q9SU81	-1.150000
Q9SU82	-0.150000
Q9SU83	0.440000
Q9SU88	-0.210000
Q9SU93	-0.500000
Q9SU94	-0.440000
Q9SUA1	-0.350000
Q9SUB2	1.340000
Q9SUC6	0.880000
Q9SUD0	0.020000
Q9SUE9	-0.140000
Q9SUF2	-0.160000
Q9SUG6	0.030000
Q9SUI4	-1.010000
Q9SUI5	-3.190000
Q9SUI6	-1.460000
Q9SUL8	-0.710000
Q9SUP0	1.370000
Q9SUP5	0.420000
Q9SUQ3	-0.610000
Q9SUQ8	0.370000
Q9SUQ9	0.910000
Q9SUR0	0.260000
Q9SUR3	-0.140000
Q9SUR6	-1.000000
Q9SUR9	0.140000
Q9SUS0	1.130000
Q9SUS3	-0.380000
Q9SUT2	0.840000
Q9SUT4	-0.610000
Q9SUT5	0.270000
Q9SUT9	0.020000
Q9SUU5	-0.470000
Q9SUU6	0.240000
Q9SUV1	-0.770000
Q9SUV2	-1.180000
Q9SUW6	0.590000
Q9SUX0	-1.130000
Q9SUY2	-0.970000
Q9SV20	-0.520000
Q9SV21	-0.450000
Q9SV31	-0.750000
Q9SV64	-0.250000
Q9SV68	0.060000
Q9SV71	0.260000
Q9SV91	0.310000
Q9SVA6	-0.180000
Q9SVA7	-0.610000
Q9SVC2	0.550000
Q9SVD1	-0.240000
Q9SVG3	0.250000
Q9SVG4	0.310000
Q9SVM9	-0.940000
Q9SVN5	0.410000
Q9SVP6	0.000000
Q9SVQ9	1.070000
Q9SVR0	-0.410000
Q9SVW7	-0.280000
Q9SVW8	0.690000
Q9SW09	-0.110000
Q9SW18	-0.780000
Q9SW33	0.520000
Q9SW43	-0.460000
Q9SW44	-0.060000
Q9SW48	0.370000
Q9SW96	0.230000
Q9SWG0	0.540000
Q9SX22	-0.110000
Q9SX52	-0.060000
Q9SX68	0.390000
Q9SX77	0.220000
Q9SX78	0.070000
Q9SX80	0.250000
Q9SXB6	-0.780000
Q9SXB8	-0.730000
Q9SXC0	-0.480000
Q9SXC8	0.060000
Q9SXE1	-2.900000
Q9SXE9	1.400000
Q9SXJ6	-0.170000
Q9SXJ7	-0.860000
Q9SXP7	-0.370000
Q9SXS7	0.170000
Q9SY33	0.440000
Q9SY56	-0.560000
Q9SY97	-1.070000
Q9SYB5	-0.240000
Q9SYB8	-0.080000
Q9SYE2	-0.100000
Q9SYG5	-0.230000
Q9SYG7	0.920000
Q9SYI5	0.550000
Q9SYL6	-0.090000
Q9SYL9	-0.130000
Q9SYM1	-0.250000
Q9SYM5	-0.210000
Q9SYP1	-0.750000
Q9SYP2	0.340000
Q9SYT0	0.320000
Q9SYX1	-0.530000
Q9SZ11	0.750000
Q9SZ30	-0.410000
Q9SZ51	0.780000
Q9SZ52	-0.860000
Q9SZ54	-0.270000
Q9SZ63	-0.070000
Q9SZ83	0.260000
Q9SZ91	0.230000
Q9SZA3	0.650000
Q9SZB2	-0.570000
Q9SZB7	0.160000
Q9SZB9	0.880000
Q9SZC9	-0.910000
Q9SZD4	-0.220000
Q9SZD6	0.280000
Q9SZE1	0.490000
Q9SZE4	-0.130000
Q9SZE7	1.120000
Q9SZE9	-0.620000
Q9SZI2	0.250000
Q9SZI4	-0.490000
Q9SZJ5	-0.200000
Q9SZN1	0.590000
Q9SZN7	0.330000
Q9SZP6	-0.410000
Q9SZP8	0.760000
Q9SZR1	0.070000
Q9SZR6	-0.780000
Q9SZV0	-0.490000
Q9SZV4	-0.470000
Q9SZX3	-0.020000
Q9SZX9	-0.250000
Q9SZZ6	0.490000
Q9T017	0.870000
Q9T019	1.660000
Q9T024	0.470000
Q9T030	-0.350000
Q9T034	0.770000
Q9T041	0.320000
Q9T043	0.340000
Q9T053	-0.590000
Q9T069	-1.250000
Q9T074	0.880000
Q9T075	0.240000
Q9T076	1.290000
Q9T080	-0.920000
Q9T0A0	0.220000
Q9T0A4	-0.830000
Q9T0G2	0.190000
Q9T0H1	-0.540000
Q9T0I8	0.230000
Q9T0I9	0.860000
Q9T0J6	-0.190000
Q9T0K5	-1.010000
Q9T0K7	-0.360000
Q9T0P4	0.340000
Q9XEA0	-0.150000
Q9XEA1	-0.520000
Q9XEE2	1.140000
Q9XES1	-0.830000
Q9XEX2	1.320000
Q9XF57	-0.180000
Q9XF88	-0.750000
Q9XF89	-1.050000
Q9XF91	-1.420000
Q9XFD1	-0.070000
Q9XFH8	-0.480000
Q9XFH9	-0.190000
Q9XFM6	0.520000
Q9XFS7	0.590000
Q9XFT3	0.340000
Q9XGM1	0.750000
Q9XGN1	-0.040000
Q9XGX9	0.320000
Q9XGZ3	-0.320000
Q9XH75	-1.150000
Q9XI01	0.370000
Q9XI10	1.350000
Q9XI11	1.070000
Q9XI12	-0.460000
Q9XI19	-0.300000
Q9XI21	-0.790000
Q9XI22	-0.770000
Q9XI36	0.070000
Q9XI42	0.410000
Q9XI55	-0.290000
Q9XI73	-0.570000
Q9XI82	0.340000
Q9XI84	-0.210000
Q9XI87	-0.120000
Q9XI91	-0.200000
Q9XI93	1.020000
Q9XI98	0.570000
Q9XIA4	-1.000000
Q9XIA9	0.210000
Q9XIB5	0.000000
Q9XID3	-0.330000
Q9XIE2	-0.920000
Q9XIE6	-0.640000
Q9XIF8	0.380000
Q9XII1	-1.080000
Q9XIK0	-0.250000
Q9XIM0	0.310000
Q9XIN6	-1.370000
Q9XIP8	-0.310000
Q9XIQ1	-0.490000
Q9XIR0	-0.770000
Q9XJ27	0.920000
Q9XJ35	0.110000
Q9XJ36	-0.280000
Q9XQC7	0.480000
Q9ZNR6	0.070000
Q9ZNT0	-0.330000
Q9ZNT1	-0.270000
Q9ZNT7	0.310000
Q9ZNV8	-0.280000
Q9ZNW0	0.120000
Q9ZNZ7	0.050000
Q9ZP05	-0.210000
Q9ZP06	0.190000
Q9ZPE7	-0.030000
Q9ZPF5	-0.100000
Q9ZPH2	0.180000
Q9ZPI1	0.480000
Q9ZPI5	0.300000
Q9ZPI6	0.260000
Q9ZPS7	-0.670000
Q9ZPV8	0.050000
Q9ZPW5	-0.980000
Q9ZPX1	-0.730000
Q9ZPY7	-0.430000
Q9ZPZ4	0.990000
Q9ZQ18	0.280000
Q9ZQ19	-0.040000
Q9ZQ26	0.110000
Q9ZQ31	0.240000
Q9ZQ78	-0.270000
Q9ZQ80	0.840000
Q9ZQ87	-0.290000
Q9ZQ91	-0.450000
Q9ZQ94	0.470000
Q9ZQE5	-0.680000
Q9ZQP2	-0.020000
Q9ZQQ0	0.340000
Q9ZQQ1	-0.760000
Q9ZQX4	-0.400000
Q9ZQY6	-0.590000
Q9ZR03	-0.640000
Q9ZR72	-0.310000
Q9ZRA2	0.380000
Q9ZRE2	-0.210000
Q9ZRT5	0.090000
Q9ZRW8	0.490000
Q9ZRZ8	-0.210000
Q9ZS91	0.080000
Q9ZS97	0.780000
Q9ZSA2	-0.230000
Q9ZSD4	-0.280000
Q9ZSI1	2.530000
Q9ZSI6	-0.360000
Q9ZSJ7	1.450000
Q9ZSK1	-0.800000
Q9ZSK4	-0.250000
Q9ZSS6	-0.550000
Q9ZST4	0.340000
Q9ZSY2	-0.360000
Q9ZSZ8	-0.070000
Q9ZT71	-0.530000
Q9ZT82	-0.370000
Q9ZT91	0.120000
Q9ZTZ7	-1.040000
Q9ZU23	-0.790000
Q9ZU25	-0.310000
Q9ZU32	0.090000
Q9ZU35	-0.610000
Q9ZU38	-0.120000
Q9ZU48	0.360000
Q9ZU52	1.210000
Q9ZU66	-0.300000
Q9ZU91	0.430000
Q9ZU93	-0.060000
Q9ZUA0	-0.140000
Q9ZUB3	0.480000
Q9ZUC1	0.530000
Q9ZUC2	-1.090000
Q9ZUF6	0.270000
Q9ZUG4	0.150000
Q9ZUI6	-0.520000
Q9ZUJ3	-0.430000
Q9ZUL3	-1.010000
Q9ZUN8	-0.300000
Q9ZUR7	0.830000
Q9ZUS0	0.040000
Q9ZUS6	-0.090000
Q9ZUT9	0.130000
Q9ZUU2	-0.440000
Q9ZUU3	-0.750000
Q9ZUU4	-0.600000
Q9ZUX0	-0.060000
Q9ZUX4	0.770000
Q9ZUY3	-0.420000
Q9ZUY6	0.250000
Q9ZV05	-0.490000
Q9ZV07	-0.220000
Q9ZV19	-0.580000
Q9ZV24	-0.180000
Q9ZV34	0.180000
Q9ZV42	0.000000
Q9ZV48	-0.540000
Q9ZV56	-0.580000
Q9ZV85	0.140000
Q9ZVA1	-0.150000
Q9ZVA2	-0.120000
Q9ZVA4	0.790000
Q9ZVA7	0.060000
Q9ZVD0	-0.350000
Q9ZVD5	-0.730000
Q9ZVF2	0.580000
Q9ZVF3	0.360000
Q9ZVH4	-0.520000
Q9ZVH7	0.660000
Q9ZVI7	-1.090000
Q9ZVI9	-0.660000
Q9ZVJ4	-0.110000
Q9ZVJ5	-0.120000
Q9ZVL0	1.400000
Q9ZVL6	-0.660000
Q9ZVM9	0.780000
Q9ZVN2	-0.360000
Q9ZVQ2	-0.490000
Q9ZVQ3	0.350000
Q9ZVS4	0.640000
Q9ZVS5	0.670000
Q9ZVT6	1.080000
Q9ZVU4	-0.290000
Q9ZVW2	-1.010000
Q9ZVX7	-0.390000
Q9ZVY7	0.990000
Q9ZW02	-0.010000
Q9ZW06	-0.170000
Q9ZW19	-0.230000
Q9ZW24	0.350000
Q9ZW30	0.500000
Q9ZW33	0.640000
Q9ZW34	0.470000
Q9ZW35	0.790000
Q9ZW74	0.240000
Q9ZW84	-2.460000
Q9ZW85	0.290000
Q9ZWA8	0.570000
Q9ZWA9	0.460000
Q9ZWC4	-2.410000
Q9ZWJ3	0.390000
Q9ZWT2	1.380000
X5JA13	-0.540000
X5JB51	0.440000
